CIF_NIF,n_EMPL,TOT_ARPU_3m,TOT_LINEAS_FYM,ARPU_F_3m,ARPU_M_3m,TOT_LINEAS_POT,cADSL,cFusionado
4840,0,95.8423,3,84.7823,11.06,0,1,1
4841,2,35.9222,2,6.2222,29.7,0,0,0
4842,2,62.4531,2,44.7431,17.71,0,1,1
4843,2,85.9317,3,62.9417,22.99,0,1,1
4844,1,193.9265,8,147.7165,46.21,0,0,0
4845,4,89.1748,1,89.1748,0,0,1,0
4846,0,94.3843,2,94.3843,0,0,1,0
4847,8,97.0065,2,47.5165,49.49,0,1,1
4848,0,103.2666,2,103.2666,0,0,1,0
4849,3,76.4353,2,65.3353,11.1,0,1,1
4850,3,75.6241,2,56.3041,19.32,0,1,1
4851,0,141.5201,3,113.1001,28.42,0,1,0
4852,0,28.1,1,0,28.1,0,0,0
4853,1,111.2625,5,80.9825,30.28,0,0,0
4854,5,108.6635,5,49.1635,59.5,0,1,1
4855,0,354.8473,5,354.8473,0,0,0,0
4856,3,101.2786,3,66.2886,34.99,0,1,1
4857,0,210.1057,5,138.5457,71.56,0,1,0
4858,2,101.3759,4,87.5059,13.87,0,0,0
4859,2,84.6001,3,40.2601,44.34,0,1,1
4860,3,67.6878,2,53.2878,14.4,0,1,1
4861,1,104.9067,3,104.9067,0,1,0,0
4862,0,103.1925,3,87.9425,15.25,0,0,0
4863,0,175.8636,7,131.4236,44.44,0,0,0
4864,5,29.785,1,29.785,0,0,0,0
4865,6,81.884,3,81.884,0,0,0,0
4866,0,309.506,6,289.196,20.31,0,1,0
4867,0,231.6505,4,231.6505,0,0,0,0
4868,0,271.9247,6,223.9347,47.99,0,0,0
4869,5,208.1692,3,171.5592,36.61,0,1,1
4870,1,145.5185,4,139.0485,6.47,0,1,0
4871,0,59.6984,6,33.9884,25.71,0,1,1
4872,0,243.258,3,232.918,10.34,0,0,0
4873,0,235.3613,6,190.1913,45.17,0,1,0
4874,4,48.747,1,48.747,0,0,1,0
4875,0,68.6268,2,68.6268,0,0,0,0
4876,1,375.8982,5,151.2982,224.6,0,1,0
4877,0,286.674,8,153.854,132.82,1,0,0
4878,2,43.2952,3,34.6952,8.6,0,1,1
4879,2,75.067,3,53.057,22.01,1,1,1
4880,10,51.7593,4,37.2793,14.48,0,0,0
4881,1,204.1841,6,134.3641,69.82,0,1,1
4882,0,128.5756,3,128.5756,0,0,0,0
4883,4,88.2524,2,76.6824,11.57,0,1,1
4884,4,74.5397,3,48.4397,26.1,1,1,1
4885,4,116.2987,5,63.7587,52.54,0,1,1
4886,0,189.4715,4,189.4715,0,0,0,0
4887,0,186.8829,2,186.8829,0,0,0,0
4888,0,169.8785,3,159.4485,10.43,0,1,1
4889,2,21.4978,1,21.4978,0,0,0,0
4890,4,30.52,1,0,30.52,0,0,0
4891,2,111.2559,3,66.1859,45.07,0,1,1
4892,2,109.5893,3,70.1693,39.42,0,1,1
4893,4,43.5547,5,27.8547,15.7,1,0,0
4894,2,46.0241,1,46.0241,0,0,1,0
4895,2,50.0411,1,50.0411,0,0,0,0
4896,1,92.0383,1,92.0383,0,0,1,0
4897,1,71.0236,2,71.0236,0,0,0,0
4898,4,85.8532,4,51.7132,34.14,0,1,1
4899,1,250.0082,6,175.3182,74.69,0,1,0
4900,7,176.9285,2,176.9285,0,1,0,0
4901,0,37.7063,2,37.7063,0,0,0,0
4902,5,55.1354,1,55.1354,0,0,1,0
4903,3,233.3302,7,186.1402,47.19,0,1,0
4904,0,192.2403,5,142.9603,49.28,0,1,0
4905,0,304.2649,1,304.2649,0,0,0,0
4906,2,58.3813,2,40.7213,17.66,0,1,1
4907,2,41.0839,1,41.0839,0,0,1,0
4908,0,118.9207,2,118.9207,0,1,1,0
4909,1,88.7075,3,88.7075,0,0,0,0
4910,3,70.9804,2,60.3504,10.63,0,1,1
4911,3,74.3813,3,45.1413,29.24,0,1,1
4912,3,165.2051,3,165.2051,0,0,1,0
4913,0,159.6394,2,159.6394,0,0,1,0
4914,1,210.6035,6,145.1035,65.5,0,1,1
4915,1,225.7247,7,131.2147,94.51,0,0,0
4916,7,82.7841,4,82.7841,0,0,0,0
4917,2,51.3997,1,51.3997,0,0,1,0
4918,1,172.2698,2,172.2698,0,0,1,0
4919,2,83.35,3,49.52,33.83,0,1,1
4920,0,62.14,2,30.99,31.15,0,0,0
4921,4,65.0103,2,53.1303,11.88,0,1,1
4922,2,116.3588,3,98.6988,17.66,0,1,0
4923,5,41.0611,1,41.0611,0,2,1,0
4924,4,41.65,1,0,41.65,0,0,0
4925,3,58.7934,2,47.5134,11.28,0,1,1
4926,3,93.2628,3,52.2828,40.98,0,1,1
4927,4,250.5217,5,232.4617,18.06,0,1,0
4928,3,51.9503,2,34.0403,17.91,0,1,1
4929,5,101.4665,3,90.9365,10.53,0,0,0
4930,2,103.5115,2,103.5115,0,0,0,0
4931,0,111.5647,4,111.5647,0,0,0,0
4932,2,75.2666,2,60.8366,14.43,0,1,1
4933,1,292.5404,4,281.8004,10.74,0,1,0
4934,0,359.3636,8,252.4936,106.87,0,1,1
4935,0,229.4143,6,148.6243,80.79,0,1,0
4936,1,353.8179,2,318.5979,35.22,0,1,0
4937,0,38.3121,1,38.3121,0,0,0,0
4938,2,58.913,2,48.253,10.66,0,1,1
4939,2,57.1135,2,45.8635,11.25,0,1,1
4940,2,136.9031,1,136.9031,0,0,1,0
4941,1,110.9767,6,47.4767,63.5,0,1,1
4942,3,64.7248,2,48.4448,16.28,0,1,1
4943,9,134.4084,4,123.4084,11,0,1,1
4944,0,84.6005,6,35.1505,49.45,0,1,1
4945,2,51.6434,1,51.6434,0,3,0,0
4946,3,48.2633,1,48.2633,0,1,1,0
4947,0,111.2111,6,63.2111,48,0,1,1
4948,0,95.3863,6,34.3663,61.02,0,1,1
4949,0,56.7081,2,48.3881,8.32,0,1,1
4950,0,238.0444,5,227.4344,10.61,0,0,0
4951,0,219.3711,5,198.2611,21.11,0,1,1
4952,0,252.8365,3,252.8365,0,0,0,0
4953,0,36.5623,2,36.5623,0,0,0,0
4954,2,81.6578,2,69.8278,11.83,0,1,1
4955,0,72.9627,2,72.9627,0,1,1,1
4956,1,90.0721,4,90.0721,0,0,0,0
4957,0,100.4505,7,44.1405,56.31,0,0,0
4958,0,253.6456,2,253.6456,0,2,0,0
4959,0,188.8459,5,188.8459,0,0,0,0
4960,8,18.7463,1,18.7463,0,0,0,0
4961,2,55.8217,3,44.5817,11.24,0,1,1
4962,1,109.3794,6,95.7194,13.66,0,0,0
4963,2,79.0148,2,59.4648,19.55,0,1,1
4964,2,53.6584,2,34.5084,19.15,0,1,1
4965,0,180.489,4,148.339,32.15,0,0,0
4966,1,204.3322,3,173.8022,30.53,0,1,0
4967,7,36.9919,1,36.9919,0,0,1,0
4968,4,28.15,1,0,28.15,0,0,0
4969,0,190.6058,4,169.6858,20.92,0,1,0
4970,12,30.5983,3,23.9283,6.67,0,0,0
4971,3,17.36,1,0,17.36,1,0,0
4972,0,105.045,6,87.875,17.17,0,0,0
4973,2,96.7906,3,45.4206,51.37,0,1,1
4974,4,69.6078,2,69.6078,0,0,0,0
4975,2,57.311,2,45.901,11.41,0,1,1
4976,2,87.5401,3,44.7801,42.76,0,1,1
4977,0,276.3975,4,265.6975,10.7,0,1,0
4978,1,175.3288,6,126.0588,49.27,0,0,0
4979,1,273.57,8,134.07,139.5,0,1,1
4980,5,41.455,2,33.135,8.32,0,1,1
4981,2,23.3258,1,23.3258,0,0,0,0
4982,1,39.174,1,39.174,0,0,0,0
4983,3,20.01,1,0,20.01,0,0,0
4984,2,60.0419,2,48.5719,11.47,0,1,1
4985,2,73.6254,2,48.6354,24.99,0,1,1
4986,0,67.1904,1,67.1904,0,0,1,0
4987,1,117.1516,6,90.8216,26.33,0,0,0
4988,1,78.5459,4,78.5459,0,0,0,0
4989,1,223.5311,6,176.5111,47.02,0,1,1
4990,0,539.6962,12,438.8362,100.86,0,1,1
4991,0,210.7671,6,146.7371,64.03,0,1,1
4992,2,62.7876,2,47.4676,15.32,0,1,1
4993,4,88.2549,3,47.7249,40.53,0,1,1
4994,0,127.1866,3,127.1866,0,0,0,0
4995,2,47.1643,1,47.1643,0,0,1,0
4996,0,140.5201,2,140.5201,0,0,1,0
4997,2,25.8203,2,15.4903,10.33,0,0,0
4998,2,84.785,3,70.245,14.54,0,0,0
4999,2,84.2791,3,42.8891,41.39,0,1,1
5000,0,89.8183,2,89.8183,0,0,1,0
5001,2,125.2479,3,82.6779,42.57,0,1,1
5002,1,197.299,4,182.919,14.38,0,0,0
5003,0,252.2063,5,195.0863,57.12,0,1,1
5004,2,64.0337,2,53.6537,10.38,0,1,1
5005,1,133.873,2,133.873,0,0,1,0
5006,0,58.2107,1,58.2107,0,0,0,0
5007,0,105.6981,3,84.2281,21.47,0,0,0
5008,0,70.6259,6,58.6459,11.98,0,0,0
5009,0,218.724,6,172.624,46.1,0,1,1
5010,7,270.6357,7,220.4957,50.14,0,1,0
5011,0,652.2374,3,168.5274,483.71,0,1,1
5012,7,109.6318,3,84.8118,24.82,0,1,1
5013,0,97.7509,1,97.7509,0,0,1,0
5014,5,118.8353,6,91.8653,26.97,2,1,0
5015,3,60.4003,3,46.8303,13.57,1,0,0
5016,2,76.27,3,0,76.27,0,0,0
5017,0,126.8946,4,116.5646,10.33,0,1,1
5018,0,84.2606,1,84.2606,0,0,1,0
5019,2,66.3845,3,34.5945,31.79,0,1,1
5020,0,102.2988,3,74.1988,28.1,0,0,0
5021,0,291.3895,8,180.9695,110.42,1,1,0
5022,6,210.81,5,210.81,0,0,0,0
5023,5,29.338,3,9.678,19.66,0,1,1
5024,0,124.244,3,124.244,0,0,1,0
5025,4,107.3997,2,97.0697,10.33,0,1,1
5026,15,57.4712,1,57.4712,0,0,1,1
5027,2,60.5029,2,42.6929,17.81,0,1,1
5028,0,93.8017,3,93.8017,0,0,0,0
5029,1,255.411,6,193.221,62.19,0,1,0
5030,1,36.2812,1,36.2812,0,0,0,0
5031,6,35.7477,4,35.7477,0,0,0,0
5032,5,22.0637,1,22.0637,0,0,0,0
5033,1,17.8151,1,17.8151,0,0,0,0
5034,1,113.8067,6,75.5367,38.27,0,1,1
5035,0,99.5966,6,75.0666,24.53,0,1,1
5036,2,80.5427,1,80.5427,0,0,1,0
5037,0,75.23,1,0,75.23,0,0,0
5038,1,128.6399,2,128.6399,0,0,1,0
5039,2,5.91,1,0,5.91,0,0,0
5040,0,0,1,0,0,0,0,0
5041,3,20.4119,1,20.4119,0,0,0,0
5042,2,9,1,0,9,0,0,0
5043,1,108.6046,6,87.0646,21.54,0,0,0
5044,2,96.2591,3,84.7791,11.48,0,1,1
5045,0,225.165,6,138.395,86.77,0,1,1
5046,1,287.0826,6,239.6526,47.43,0,0,0
5047,3,191.5232,3,177.1032,14.42,0,0,0
5048,38,22.1305,1,22.1305,0,0,0,0
5049,2,14.379,1,14.379,0,0,0,0
5050,3,53.6579,1,53.6579,0,0,1,0
5051,9,117.6173,4,60.6373,56.98,0,1,1
5052,5,92.0345,3,81.2345,10.8,0,1,1
5053,0,104.7086,3,81.6186,23.09,0,1,1
5054,4,70.5364,3,70.5364,0,0,0,0
5055,1,165.8258,3,155.4458,10.38,0,0,0
5056,0,332.5945,5,265.2645,67.33,0,0,0
5057,5,4.5848,1,4.5848,0,0,0,0
5058,0,45.7053,3,33.2853,12.42,0,1,1
5059,0,22.2249,1,22.2249,0,2,0,0
5060,2,74.8046,2,55.0646,19.74,0,1,1
5061,1,66.4038,2,66.4038,0,0,0,0
5062,6,80.4797,2,80.4797,0,0,1,0
5063,1,357.6009,7,268.0709,89.53,0,0,0
5064,0,213.0152,6,141.5152,71.5,0,1,1
5065,15,44.1304,1,44.1304,0,0,1,0
5066,2,18.5302,1,18.5302,0,0,0,0
5067,0,14.379,1,14.379,0,0,0,0
5068,0,136.8079,4,124.7279,12.08,0,0,0
5069,3,73.39,2,59.72,13.67,0,1,1
5070,1,66.4533,2,66.4533,0,0,1,0
5071,0,112.4089,3,112.4089,0,0,0,0
5072,2,113.0762,4,104.0762,9,0,0,0
5073,0,147.9657,1,147.9657,0,0,1,0
5074,11,203.4526,5,179.2726,24.18,0,1,0
5075,2,186.3111,4,186.3111,0,0,0,0
5076,3,18.0388,1,18.0388,0,1,0,0
5077,0,15.59,1,0,15.59,0,0,0
5078,1,22.16,1,0,22.16,0,0,0
5079,0,44.3657,1,44.3657,0,0,1,0
5080,3,93.2186,3,57.8186,35.4,0,1,1
5081,2,71.6504,3,49.9804,21.67,0,0,0
5082,40,103.9742,5,103.9742,0,0,0,0
5083,0,52.2203,1,52.2203,0,0,1,0
5084,2,72.8937,2,72.8937,0,1,1,0
5085,0,191.2568,2,191.2568,0,0,1,0
5086,0,10.74,1,0,10.74,0,0,0
5087,0,29.0982,1,29.0982,0,0,0,0
5088,0,23.0353,1,23.0353,0,0,0,0
5089,4,105.4811,3,105.4811,0,0,1,0
5090,1,92.0468,4,92.0468,0,0,0,0
5091,2,53.7367,3,53.7367,0,0,0,0
5092,0,113.9009,4,113.9009,0,0,0,0
5093,0,59.8484,1,59.8484,0,0,1,0
5094,0,147.7092,4,130.3992,17.31,0,0,0
5095,0,334.3046,5,294.9846,39.32,0,1,0
5096,0,311.5715,6,234.7015,76.87,0,0,0
5097,0,24.9676,1,24.9676,0,0,0,0
5098,0,0,1,0,0,0,0,0
5099,2,6.96,1,0,6.96,0,0,0
5100,0,18.7591,1,18.7591,0,0,0,0
5101,2,67.0294,2,48.5194,18.51,0,1,1
5102,0,100.7591,2,100.7591,0,0,1,0
5103,5,72.8796,3,52.4596,20.42,0,1,1
5104,0,55.6844,2,55.6844,0,0,0,0
5105,10,105.1406,3,105.1406,0,0,0,0
5106,16,106.2395,4,88.5795,17.66,0,1,1
5107,0,232.8327,3,179.9427,52.89,0,0,0
5108,1,188.8119,6,141.2819,47.53,0,1,1
5109,4,43.2272,2,33.8672,9.36,1,1,1
5110,0,9,1,0,9,0,0,0
5111,0,61.46,2,0,61.46,0,0,0
5112,0,80.8678,3,63.1578,17.71,0,0,0
5113,0,97.0648,6,86.7348,10.33,0,1,1
5114,2,103.16,2,90.34,12.82,0,1,1
5115,1,89.8779,3,67.6479,22.23,0,1,1
5116,2,78.8922,3,48.6022,30.29,0,0,0
5117,3,66.42,1,66.42,0,0,0,0
5118,1,206.6732,6,158.7632,47.91,0,1,0
5119,0,290.7634,7,229.2634,61.5,0,1,0
5120,0,301.3942,5,136.5842,164.81,0,0,0
5121,0,21.5161,1,21.5161,0,0,0,0
5122,5,61.2496,2,40.8596,20.39,0,1,1
5123,4,127.6153,3,114.2453,13.37,0,1,1
5124,0,97.6264,3,97.6264,0,0,0,0
5125,15,49.4365,1,49.4365,0,0,1,0
5126,0,290.7562,5,210.5662,80.19,0,1,1
5127,0,233.0654,5,220.2654,12.8,0,1,1
5128,1,31.6312,1,31.6312,0,0,0,0
5129,7,27.0215,1,27.0215,0,0,0,0
5130,0,3.4793,1,3.4793,0,0,0,0
5131,3,52.3525,1,52.3525,0,0,1,0
5132,2,90.7096,3,57.2396,33.47,0,1,1
5133,0,115.3226,1,115.3226,0,0,1,0
5134,3,91.4191,3,61.5491,29.87,0,1,1
5135,0,121.3089,2,121.3089,0,0,1,0
5136,2,73.8255,2,62.6655,11.16,0,1,1
5137,2,58.6514,2,48.1714,10.48,0,1,1
5138,2,118.3609,3,77.2909,41.07,0,1,1
5139,9,86.7915,3,67.9215,18.87,0,0,0
5140,0,59.8263,2,40.0063,19.82,0,1,1
5141,1,179.5687,5,129.0287,50.54,0,0,0
5142,0,336.3347,7,203.5447,132.79,0,1,0
5143,4,43.2324,2,33.7824,9.45,0,1,1
5144,0,16.8979,1,16.8979,0,0,0,0
5145,0,9.92,1,0,9.92,0,0,0
5146,3,12.92,1,0,12.92,0,0,0
5147,0,52.1631,1,52.1631,0,0,0,0
5148,2,76.5568,3,65.9468,10.61,0,0,0
5149,1,93.312,6,35.562,57.75,0,1,1
5150,4,77.1062,3,59.4462,17.66,0,1,1
5151,11,63.2624,1,63.2624,0,0,1,0
5152,5,176.2959,5,141.1159,35.18,0,1,1
5153,1,15.1871,1,15.1871,0,0,0,0
5154,0,16.2305,1,16.2305,0,0,0,0
5155,0,17.634,1,17.634,0,0,0,0
5156,0,58.573,2,58.573,0,1,0,0
5157,9,78.3073,3,52.3073,26,0,1,1
5158,0,80.8582,2,80.8582,0,0,0,0
5159,4,100.9997,3,73.3397,27.66,0,1,1
5160,0,78.2472,3,47.1472,31.1,0,1,1
5161,0,268.8504,2,268.8504,0,0,0,0
5162,1,208.4906,6,129.4506,79.04,0,1,1
5163,0,3.4793,1,3.4793,0,0,0,0
5164,0,24.8023,1,24.8023,0,0,0,0
5165,0,40.3098,1,40.3098,0,0,1,0
5166,0,0,1,0,0,0,0,0
5167,3,100.7199,5,65.6399,35.08,0,1,1
5168,7,96.3209,4,78.6609,17.66,0,0,0
5169,0,56.0278,1,56.0278,0,0,0,0
5170,2,97.6542,2,80.3742,17.28,0,1,1
5171,7,140.2933,3,111.2433,29.05,0,1,0
5172,4,105.5705,3,105.5705,0,0,0,0
5173,0,206.1986,5,181.0386,25.16,0,0,0
5174,0,236.8739,6,151.7039,85.17,0,1,1
5175,0,193.7385,6,139.8785,53.86,0,1,0
5176,1,33.619,6,14.379,19.24,0,1,1
5177,4,9.92,1,0,9.92,0,0,0
5178,0,41.3916,1,41.3916,0,0,0,0
5179,1,62.02,2,0,62.02,0,0,0
5180,1,22.7955,1,22.7955,0,0,0,0
5181,0,139.6354,4,128.5854,11.05,0,1,0
5182,2,58.5024,1,58.5024,0,0,0,0
5183,0,94.2289,4,47.5189,46.71,0,1,1
5184,1,51.3333,1,51.3333,0,0,1,0
5185,1,57.9463,3,35.1663,22.78,1,0,0
5186,13,48.9507,1,48.9507,0,0,1,0
5187,0,302.1684,6,268.1984,33.97,0,0,0
5188,7,65.59,4,0,65.59,0,0,0
5189,16,36.5767,1,36.5767,0,0,1,0
5190,6,18.4092,1,18.4092,0,0,0,0
5191,4,22.18,1,0,22.18,0,0,0
5192,5,31.823,1,31.823,0,0,0,0
5193,0,23.2942,1,23.2942,0,0,0,0
5194,2,37.34,1,0,37.34,0,0,0
5195,2,65.6467,2,51.9867,13.66,0,1,1
5196,10,123.4627,4,79.8227,43.64,0,1,1
5197,2,57.8465,2,47.5165,10.33,0,1,1
5198,0,83.9918,2,83.9918,0,0,0,0
5199,0,101.5506,2,101.5506,0,0,0,0
5200,5,68.2858,2,47.8458,20.44,0,1,1
5201,0,193.6217,3,193.6217,0,1,1,0
5202,0,9.92,1,0,9.92,0,0,0
5203,6,41.0178,2,41.0178,0,0,0,0
5204,12,18.68,1,0,18.68,0,0,0
5205,0,17.7504,1,17.7504,0,0,0,0
5206,3,94.6638,3,60.3738,34.29,1,1,1
5207,1,98.7927,3,60.2527,38.54,0,1,1
5208,2,89.6072,4,49.7972,39.81,0,1,1
5209,0,96.135,3,85.805,10.33,0,1,1
5210,3,134.5556,3,134.5556,0,0,0,0
5211,40,83.5261,4,83.5261,0,0,0,0
5212,2,51.7801,1,51.7801,0,0,1,0
5213,0,197.1648,7,157.1348,40.03,0,0,0
5214,3,28.15,1,0,28.15,0,0,0
5215,20,17.7504,1,17.7504,0,0,0,0
5216,0,16.3852,1,16.3852,0,0,0,0
5217,4,19.41,2,0,19.41,0,0,0
5218,9,72.18,1,0,72.18,0,0,0
5219,8,109.9362,4,75.7962,34.14,0,0,0
5220,2,61.2753,2,52.7853,8.49,0,1,1
5221,1,74.4442,2,59.9142,14.53,0,1,1
5222,5,80.0482,1,80.0482,0,0,1,0
5223,1,83.0593,3,45.2893,37.77,0,1,1
5224,0,138.4315,2,138.4315,0,0,0,0
5225,0,142.1961,3,142.1961,0,1,0,0
5226,1,25.9023,1,25.9023,0,0,0,0
5227,0,20.5388,1,20.5388,0,0,0,0
5228,1,29.15,1,0,29.15,0,0,0
5229,2,40.5,1,0,40.5,0,0,0
5230,2,84.8366,1,84.8366,0,0,0,0
5231,2,66.4955,2,52.4255,14.07,0,1,1
5232,1,136.3347,4,136.3347,0,0,0,0
5233,1,117.7654,6,69.0854,48.68,0,1,1
5234,4,91.0351,3,79.5651,11.47,0,0,0
5235,1,113.3964,2,90.2664,23.13,0,1,1
5236,5,72.0133,2,48.8033,23.21,0,1,1
5237,1,77.9463,3,63.4563,14.49,0,1,1
5238,1,277.6468,6,219.6368,58.01,0,1,1
5239,0,27.0163,1,27.0163,0,0,0,0
5240,0,25.4047,1,25.4047,0,0,0,0
5241,2,20.2421,1,20.2421,0,0,0,0
5242,2,121.8667,3,111.5367,10.33,0,1,1
5243,5,96.1212,2,96.1212,0,0,1,0
5244,2,58.1636,1,58.1636,0,0,1,0
5245,5,72.8762,1,72.8762,0,0,1,0
5246,0,117.0499,2,117.0499,0,0,0,0
5247,1,204.1281,6,172.3181,31.81,0,0,0
5248,1,165.7027,6,129.6727,36.03,0,0,0
5249,1,331.0593,5,191.1993,139.86,0,0,0
5250,0,44.6586,1,44.6586,0,0,1,0
5251,4,9.91,1,0,9.91,0,0,0
5252,3,43.6,1,0,43.6,0,0,0
5253,2,111.4955,3,93.8355,17.66,0,1,0
5254,7,48.2741,1,48.2741,0,2,1,0
5255,2,68.5149,2,68.5149,0,0,0,0
5256,1,85.3611,2,48.2611,37.1,0,1,1
5257,2,53.3439,1,53.3439,0,0,1,0
5258,0,24.5,1,0,24.5,0,0,0
5259,0,27.6197,2,27.6197,0,0,0,0
5260,3,72.1648,2,61.1748,10.99,0,1,1
5261,0,67.8523,2,46.1923,21.66,0,1,1
5262,0,76.4005,2,61.9405,14.46,0,1,1
5263,1,87.5966,3,87.5966,0,0,1,0
5264,2,81.7442,2,71.4142,10.33,0,1,1
5265,0,210.2505,5,194.4305,15.82,0,1,0
5266,0,221.4619,4,211.4919,9.97,0,1,0
5267,0,336.9775,8,221.4175,115.56,0,1,0
5268,18,14.6048,1,14.6048,0,0,0,0
5269,0,39,3,0,39,0,0,0
5270,2,59.8661,2,48.8661,11,0,1,1
5271,0,112.7358,6,67.8758,44.86,0,1,1
5272,2,99.4219,3,99.4219,0,1,1,0
5273,0,55.2193,1,55.2193,0,0,0,0
5274,0,104.3563,3,69.0463,35.31,0,1,1
5275,4,130.746,4,130.746,0,0,1,0
5276,1,93.1834,3,40.2234,52.96,0,1,1
5277,0,154.4259,5,133.6359,20.79,0,0,0
5278,0,18.1547,1,18.1547,0,0,0,0
5279,12,19.6018,1,19.6018,0,0,0,0
5280,2,31.54,1,0,31.54,0,0,0
5281,4,45.8539,1,45.8539,0,0,0,0
5282,0,14.5893,1,14.5893,0,0,0,0
5283,0,14.6115,1,14.6115,0,0,0,0
5284,3,45.6562,1,45.6562,0,0,1,0
5285,2,73.5208,2,45.5108,28.01,0,1,1
5286,1,84.906,3,47.616,37.29,0,0,0
5287,3,101.3955,2,59.1955,42.2,0,1,1
5288,0,86.0078,3,59.0978,26.91,0,1,1
5289,3,114.116,2,114.116,0,0,0,0
5290,4,73.9945,1,73.9945,0,0,1,0
5291,0,68.2424,2,54.6224,13.62,0,1,1
5292,1,317.754,3,255.494,62.26,2,1,1
5293,6,28.0816,1,28.0816,0,0,0,0
5294,0,28.5336,1,28.5336,0,0,0,0
5295,1,102.2913,3,102.2913,0,0,1,0
5296,1,52.6434,1,52.6434,0,0,1,0
5297,1,117.3966,4,60.6266,56.77,0,1,1
5298,0,165.0572,4,154.6272,10.43,0,0,0
5299,7,45.6386,1,45.6386,0,0,1,0
5300,2,9,1,0,9,0,0,0
5301,2,25.3623,1,25.3623,0,0,0,0
5302,80,24.8825,2,21.0825,3.8,0,0,0
5303,2,79.508,1,79.508,0,0,1,0
5304,2,93.2338,3,59.3338,33.9,0,1,1
5305,1,74.7501,2,74.7501,0,0,1,0
5306,0,52.0712,1,52.0712,0,0,1,0
5307,0,49.6309,1,49.6309,0,0,0,0
5308,5,83.1475,2,83.1475,0,0,0,0
5309,1,115.9891,2,101.1891,14.8,0,1,1
5310,1,218.9991,8,157.3591,61.64,0,0,0
5311,2,44.02,1,0,44.02,0,0,0
5312,4,44.6922,2,36.1122,8.58,0,1,1
5313,3,44.2311,2,36.9711,7.26,0,0,0
5314,0,18.7591,1,18.7591,0,0,0,0
5315,2,15.9682,1,15.9682,0,0,0,0
5316,2,78.9409,4,68.1509,10.79,0,1,1
5317,2,61.3296,1,61.3296,0,0,1,0
5318,1,48.7225,2,48.7225,0,0,0,0
5319,4,108.6263,5,70.9763,37.65,0,1,1
5320,6,58.0241,1,58.0241,0,0,1,0
5321,7,71.2144,1,71.2144,0,0,1,0
5322,12,71.5795,2,71.5795,0,0,0,0
5323,0,173.1357,7,125.8257,47.31,0,0,0
5324,0,250.693,7,191.253,59.44,0,0,0
5325,5,269.8407,6,144.7507,125.09,0,1,1
5326,6,43.9684,1,43.9684,0,0,1,0
5327,4,44.3409,2,34.8609,9.48,0,1,1
5328,3,43.6646,1,43.6646,0,0,0,0
5329,20,19.64,1,0,19.64,0,0,0
5330,2,18.16,1,0,18.16,0,0,0
5331,2,120.876,5,81.176,39.7,0,0,0
5332,1,96.044,2,58.354,37.69,0,1,0
5333,1,113.9119,6,71.2519,42.66,0,0,0
5334,6,116.7707,3,74.8307,41.94,0,1,1
5335,76,69.4509,1,69.4509,0,0,1,0
5336,0,83.15,1,0,83.15,0,0,0
5337,1,50.4881,2,39.0881,11.4,0,1,1
5338,0,76.6564,2,65.7764,10.88,0,1,1
5339,1,276.6165,6,168.6665,107.95,0,1,0
5340,1,163.4215,4,152.0915,11.33,0,1,1
5341,0,193.8668,3,193.8668,0,0,0,0
5342,2,23.82,4,0,23.82,0,0,0
5343,2,5.1321,1,5.1321,0,0,0,0
5344,0,19.2551,1,19.2551,0,0,0,0
5345,4,44.9295,1,44.9295,0,0,1,0
5346,0,20,1,0,20,0,0,0
5347,0,9,1,0,9,0,0,0
5348,0,16.7024,1,16.7024,0,0,0,0
5349,3,101.2588,3,60.0088,41.25,0,1,1
5350,0,283.7479,4,231.3679,52.38,0,1,0
5351,2,167.2588,5,137.6188,29.64,0,0,0
5352,0,216.9221,7,138.1321,78.79,0,1,1
5353,7,34.4791,1,34.4791,0,0,0,0
5354,4,34.1521,1,34.1521,0,0,0,0
5355,3,114.8185,4,66.7285,48.09,0,1,1
5356,0,132.2927,2,132.2927,0,0,1,0
5357,2,61.1297,2,50.0597,11.07,1,1,1
5358,5,81.6994,1,81.6994,0,0,1,0
5359,2,54.7196,1,54.7196,0,0,1,0
5360,0,81.3537,1,81.3537,0,0,0,0
5361,0,87.4638,3,40.8838,46.58,0,1,1
5362,2,81.3423,3,47.7223,33.62,0,1,1
5363,0,104.7626,3,91.9826,12.78,0,1,0
5364,0,136.7106,2,136.7106,0,0,1,0
5365,1,220.6329,3,220.6329,0,0,0,0
5366,8,14.5457,1,14.5457,0,0,0,0
5367,0,48.0065,1,48.0065,0,0,0,0
5368,9,25.792,1,25.792,0,0,0,0
5369,1,40.9598,1,40.9598,0,0,1,1
5370,0,35.4716,1,35.4716,0,0,0,0
5371,1,129.9337,3,129.9337,0,0,0,0
5372,0,169.0703,6,134.7403,34.33,0,0,0
5373,0,261.9332,3,227.9032,34.03,0,1,1
5374,2,10.9173,1,10.9173,0,2,0,0
5375,2,59.8508,2,49.2308,10.62,0,1,1
5376,0,125.3783,2,125.3783,0,0,0,0
5377,4,82.017,3,46.197,35.82,0,1,1
5378,0,231.7294,5,194.6294,37.1,0,1,1
5379,6,48.0492,2,37.8992,10.15,0,1,1
5380,2,14.4465,1,14.4465,0,0,0,0
5381,3,48.9816,1,48.9816,0,0,1,0
5382,1,103.5055,6,57.3855,46.12,0,0,0
